University_id,F_name,L_name,Gender,Perf_name,Email,Password
30,Eric,Ibarra,M,Eric,eric.ibarra@bradley.edu,^9fcNgBjyKbx
31,Amy,West,F,Amy,amy.west@bradley.edu,)kK8tz65Y_3W
32,William,Johnson,M,William,william.johnson@bradley.edu,&Ph91GNodH1Q
33,Stephanie,Anderson,F,Stephanie,stephanie.anderson@bradley.edu,6dg9MEt@a_k%
34,Shannon,Moore,F,Shannon,shannon.moore@bradley.edu,$MPUOof(Xi(6
35,Joseph,Harrell,M,Joseph,joseph.harrell@bradley.edu,%00#PLji+2K^
36,Stephen,Sellers,M,Stephen,stephen.sellers@bradley.edu,5aFs6QY*D^_(
37,Amanda,Gutierrez,F,Amanda,amanda.gutierrez@bradley.edu,q7A$0v)FQx)h
38,Sandra,Richardson,F,Sandra,sandra.richardson@bradley.edu,aK2XMtch+1&^
39,Amy,Gray,F,Amy,amy.gray@bradley.edu,F62yj_R9!qQ4
40,Matthew,Gardner,M,Matthew,matthew.gardner@bradley.edu,nA(9!CtVDQPj
41,Ronnie,Adkins,M,Ronnie,ronnie.adkins@bradley.edu,@fIOoNO*5hLQ
42,Megan,Huynh,F,Megan,megan.huynh@bradley.edu,&*5m#O4hgGEP
43,Hannah,Wilkinson,F,Hannah,hannah.wilkinson@bradley.edu,l9EaD^zv!E7d
44,Christy,Reyes,F,Christy,christy.reyes@bradley.edu,%x7^QuFdD3@d
45,Robert,Sanders,M,Robert,robert.sanders@bradley.edu,)3WmSM3TY1Dr
46,Angela,Jones,F,Angela,angela.jones@bradley.edu,!Xw^CXe2^54W
47,Jessica,Carlson,F,Jessica,jessica.carlson@bradley.edu,X7%7RNyFIpNu
48,Danielle,Lara,F,Danielle,danielle.lara@bradley.edu,$S8H6Wr$f5c^
49,Cole,Davis,M,Cole,cole.davis@bradley.edu,$8wEg41%+FeN
50,Sarah,George,F,Sarah,sarah.george@bradley.edu,m+RX+bJe4+28
51,Matthew,Stephens,M,Matthew,matthew.stephens@bradley.edu,P_5YIjqVzGvn
52,Morgan,Smith,F,Morgan,morgan.smith@bradley.edu,_BW6juLhy*OU
53,Connie,Watson,F,Connie,connie.watson@bradley.edu,k)0qll8*$fZF
54,Nicole,Perry,F,Nicole,nicole.perry@bradley.edu,Su!WSxnmym0P
55,John,Arnold,M,John,john.arnold@bradley.edu,#u++LRzv4eJw
56,Glenn,Duran,M,Glenn,glenn.duran@bradley.edu,8%vXee0v^j8_
57,Kelly,Nguyen,F,Kelly,kelly.nguyen@bradley.edu,@0luiF(7WNtK
58,Marissa,Schneider,F,Marissa,marissa.schneider@bradley.edu,&h*nX9bN9U1e
59,Timothy,Porter,M,Timothy,timothy.porter@bradley.edu,SKT2WCyk_oHk
60,Nathan,Gillespie,M,Nathan,nathan.gillespie@bradley.edu,_j2s+bA##4IA
61,Alexis,Thomas,F,Alexis,alexis.thomas@bradley.edu,*1@O9rlT!e9l
62,Monique,Padilla,F,Monique,monique.padilla@bradley.edu,*tJYma@@79LE
63,Dawn,Williams,F,Dawn,dawn.williams@bradley.edu,^(+PMa1GHK#2
64,William,Ford,M,William,william.ford@bradley.edu,C@e4E7jn@MbK
65,Stanley,Mejia,M,Stanley,stanley.mejia@bradley.edu,v5N(NVdSxU$W
66,Kristen,Phillips,F,Kristen,kristen.phillips@bradley.edu,)0Nov_h15N6i
67,Lindsey,Wagner,F,Lindsey,lindsey.wagner@bradley.edu,F!+dEnV^&08N
68,Angela,Byrd,F,Angela,angela.byrd@bradley.edu,b!1KN*vZwzR1
69,Christopher,Thompson,M,Christopher,christopher.thompson@bradley.edu,%C(SlyEI&Ar8
70,Taylor,Carter,F,Taylor,taylor.carter@bradley.edu,_giM8+TBV1$f
71,Carrie,Hayes,F,Carrie,carrie.hayes@bradley.edu,z&+T^IJeGS5T
72,Kelly,Sandoval,F,Kelly,kelly.sandoval@bradley.edu,%@(bG36sPRz2
73,Logan,Hayden,M,Logan,logan.hayden@bradley.edu,i+1@W88pU)Ou
74,Makayla,Park,F,Makayla,makayla.park@bradley.edu,+7EmoAe8#4#4
75,Jeremiah,Payne,M,Jeremiah,jeremiah.payne@bradley.edu,fzB2OYhoO!tr
76,Rachel,Harper,F,Rachel,rachel.harper@bradley.edu,^r5UYHy3R!RY
77,Mark,Moore,M,Mark,mark.moore@bradley.edu,Y3qqjBQmc$#^
78,Kevin,Simpson,M,Kevin,kevin.simpson@bradley.edu,^#^sTukh$G60
79,Jacob,Woods,M,Jacob,jacob.woods@bradley.edu,NsZ^lprB#X1H
80,Spencer,Finley,M,Spencer,spencer.finley@bradley.edu,&@b6AQbx#_2C
81,James,Joseph,M,James,james.joseph@bradley.edu,JU2&hDq!@eHH
82,Ronald,Ryan,M,Ronald,ronald.ryan@bradley.edu,^7##Cud2ls76
83,Tracy,Hernandez,F,Tracy,tracy.hernandez@bradley.edu,!uX7mukrtG2&
84,Joy,Patterson,F,Joy,joy.patterson@bradley.edu,D09CPCm*C$pN
85,Rebecca,Carroll,F,Rebecca,rebecca.carroll@bradley.edu,G4oZnPGa^a)!
86,Amy,Peterson,F,Amy,amy.peterson@bradley.edu,)*B_&1iD*87D
87,Steven,Murillo,M,Steven,steven.murillo@bradley.edu,)*8W%ZkiE4ba
88,Aaron,Nelson,M,Aaron,aaron.nelson@bradley.edu,9y(YsJO(0^9C
89,Carl,Charles,M,Carl,carl.charles@bradley.edu,$Q(!aZDc2xaI
90,Sabrina,Miller,F,Sabrina,sabrina.miller@bradley.edu,P(9gY7s4_OZR
91,Amanda,Crane,F,Amanda,amanda.crane@bradley.edu,GA3CA6lS!GkZ
92,Pam,Kent,F,Pam,pam.kent@bradley.edu,)a2vHbyfjN5R
93,Alexander,Moore,M,Alexander,alexander.moore@bradley.edu,esfELx@d$zN4
94,Karen,Robbins,F,Karen,karen.robbins@bradley.edu,o(JXj7qD7g7k
95,Pamela,Brown,F,Pamela,pamela.brown@bradley.edu,Vwix4JAe$i4R
96,Brenda,Carpenter,F,Brenda,brenda.carpenter@bradley.edu,kFZwT8Fl_#Gi
97,Shaun,Poole,M,Shaun,shaun.poole@bradley.edu,*fUaaRe)8jX%
98,Candice,King,F,Candice,candice.king@bradley.edu,a*$1DLvltZKa
99,Elizabeth,Nguyen,F,Elizabeth,elizabeth.nguyen@bradley.edu,ZG2rTLJn^Jh)
100,Kristi,Freeman,F,Kristi,kristi.freeman@bradley.edu,%k@I1Mx!zX1L
101,Shannon,Sandoval,F,Sandoval,ssandoval@bradley.edu,lY(hMis4V$q1
102,Christopher,Garner,M,Christopher,christopher.garner@bradley.edu,@pEKIs(A88LE
103,Alan,Kelly,M,Alan,alan.kelly@bradley.edu,#skFsCIjnS5j
104,Wesley,Mills,M,Wesley,wesley.mills@bradley.edu,6wYRfj1Z#*9q
105,Sara,Hunt,F,Sara,sara.hunt@bradley.edu,_3Y4jlsSOPJk
106,Caitlin,Welch,F,Caitlin,caitlin.welch@bradley.edu,(JNNY5Kz$SFr
107,Michael,Rubio,M,Michael,michael.rubio@bradley.edu,+6F6kov_94A1
108,Timothy,Miller,M,Timothy,timothy.miller@bradley.edu,$r2nRQFzrbXY
109,James,Wright,M,James,james.wright@bradley.edu,!7uItfO18vMc
110,Matthew,Kaiser,M,Matthew,matthew.kaiser@bradley.edu,&5i@pGmpb2hT
111,Robin,Savage,F,Robin,robin.savage@bradley.edu,!Y!86GLorQQ5
112,Michael,Davis,M,Michael,michael.davis@bradley.edu,#PF54#gAqASP
113,Sara,Taylor,F,Sara,sara.taylor@bradley.edu,^0Q&UdfZ&2K0
114,Devin,Smith,M,Devin,devin.smith@bradley.edu,dF2nBTyXEh@Y
115,Charles,Smith,M,Charles,charles.smith@bradley.edu,w0QbS2Gm)ztY
116,Crystal,Jordan,F,Crystal,crystal.jordan@bradley.edu,&O5VF+p3)8VP
117,Julia,Johnson,F,Julia,julia.johnson@bradley.edu,hxPC6wp&^61D
118,Benjamin,Montgomery,M,Benjamin,benjamin.montgomery@bradley.edu,FacZMf!Q$5)z
119,Michael,Ray,M,Michael,michael.ray@bradley.edu,Fv2$rzhPR0sR
120,Renee,Williams,F,Renee,renee.williams@bradley.edu,%M58I+3sJ40s
121,Nancy,Ramirez,F,Nancy,nancy.ramirez@bradley.edu,9%h9F!GjB027
122,Thomas,Carty,M,Carty,tcarty@bradley.edu,O@9XKS*l&G#y
123,Kaitlin,Moran,F,Kaitlin,kaitlin.moran@bradley.edu,^h@3VCkos^%X
124,Megan,Sutton,F,Megan,megan.sutton@bradley.edu,5pp9ZmZuk^D7
125,Joann,Roberts,F,Joann,joann.roberts@bradley.edu,(bW^FE4pW2dM
126,Sherry,Ramos,F,Sherry,sherry.ramos@bradley.edu,svfnLun3mM%2
127,Sarah,Martinez,F,Sarah,sarah.martinez@bradley.edu,$X0IF%nWjav+
128,Kelly,Howard,M,Kelly,kelly.howard@bradley.edu,%#XE7CmG4+sR
129,Mary,Branch,F,Mary,mary.branch@bradley.edu,Qo0dJm7kDN$G
130,Louis,Diaz,M,Louis,louis.diaz@bradley.edu,&9X%$WhJ*aYF
131,Christopher,Robinson,M,Christopher,christopher.robinson@bradley.edu,BJmIVb06&x0O
132,James,Medina,M,James,james.medina@bradley.edu,1ZQb2cFhpRU^
133,Kevin,Rivera,M,Kevin,kevin.rivera@bradley.edu,Rl&Q5Z8u7Tyf
134,Gary,Schneider,M,Gary,gary.schneider@bradley.edu,(%KK92#x$71)
135,Thomas,Molina,M,Thomas,thomas.molina@bradley.edu,&+0YB4nHL%%M
136,John,Cowan,M,John,john.cowan@bradley.edu,&SBvkGWg_9T@
137,Michael,Hunter,M,Michael,michael.hunter@bradley.edu,)pwIkIypY8bA
138,Linda,Johnson,F,Linda,linda.johnson@bradley.edu,h#hUsaYKIE5d
139,Erik,Brown,M,Erik,erik.brown@bradley.edu,78G$nSH9(q%r
140,Michele,Reynolds,F,Michele,michele.reynolds@bradley.edu,g56$kegy7QyM
141,Monica,Harmon,F,Monica,monica.harmon@bradley.edu,W7+90xQu_W9(
142,Gregory,Dixon,M,Gregory,gregory.dixon@bradley.edu,n4qczZ$o%1L&
143,Mason,Kennedy,M,Mason,mason.kennedy@bradley.edu,Mk%73Esc)9So
144,Stephen,Barker,M,Stephen,stephen.barker@bradley.edu,6s#5Zd7s_Y0v
145,Taylor,Cole,F,Taylor,taylor.cole@bradley.edu,wtro4KYxt_%7
146,Bradley,Dominguez,M,Bradley,bradley.dominguez@bradley.edu,+P^YtZofs2Cd
147,Anne,Thomas,F,Anne,anne.thomas@bradley.edu,$0k5_EIjP7Di
148,Karen,Hughes,F,Karen,karen.hughes@bradley.edu,2#0Jx_wh_N4*
149,Amanda,Soto,F,Amanda,amanda.soto@bradley.edu,LghJuzhlh#6W
150,Priscilla,Hamilton,F,Priscilla,priscilla.hamilton@bradley.edu,$WrXuqL506Zn
151,Sarah,Bauer,F,Sarah,sarah.bauer@bradley.edu,$jFKL0fUB8oy
152,Theresa,Pennington,F,Theresa,theresa.pennington@bradley.edu,tw9^6Goq3hkV
153,Rebecca,Taylor,F,Rebecca,rebecca.taylor@bradley.edu,_6W#d94z3rC_
154,Karen,Williams,F,Karen,karen.williams@bradley.edu,z+O97EnJQx3%
155,Lisa,Bryant,F,Lisa,lisa.bryant@bradley.edu,#Q_kMDMhf61)
156,Elizabeth,Miller,F,Elizabeth,elizabeth.miller@bradley.edu,__f3ZsrK^GSl
157,Mary,Mills,F,Mary,mary.mills@bradley.edu,)aVlUPaHd#Y3
158,Stephanie,Johnson,F,Stephanie,stephanie.johnson@bradley.edu,@213lSPjHibG
159,Jenny,Jones,F,Jenny,jenny.jones@bradley.edu,smYJ02Wf*j09
160,Michelle,Miller,F,Michelle,michelle.miller@bradley.edu,#LJY+N4y9JlB
161,James,Terry,M,James,james.terry@bradley.edu,U(#sP5f#d&T9
162,Theresa,Ryan,F,Theresa,theresa.ryan@bradley.edu,jSM@BlcS)Bw6
163,Stephanie,Hayes,F,Stephanie,stephanie.hayes@bradley.edu,7l9&Pfrl5+U7
164,Michelle,Thompson,F,Michelle,michelle.thompson@bradley.edu,@ffiYq&Gj2NU
165,Cody,Hicks,M,Cody,cody.hicks@bradley.edu,3J0YEq0Qy!*H
166,Michael,Chen,M,Michael,michael.chen@bradley.edu,6Wl)UFDb_QB$
167,Oscar,Scott,M,Oscar,oscar.scott@bradley.edu,&7KQy1zLP472
168,Patricia,Frost,F,Patricia,patricia.frost@bradley.edu,%8YZCXMftdE^
169,William,Huber,M,William,william.huber@bradley.edu,DA+52wcg*5L@
170,Stephanie,Foster,F,Stephanie,stephanie.foster@bradley.edu,)^SgZL*2M5ec
171,David,Anderson,M,David,david.anderson@bradley.edu,192E%k5tB_Av
172,Nathan,Fisher,M,Nathan,nathan.fisher@bradley.edu,ev*s5Ll&_ukA
173,David,Booth,M,David,david.booth@bradley.edu,R@55gzs5K%Xu
174,Jessica,Cooper,F,Jessica,jessica.cooper@bradley.edu,@&PkBRrRo&!3
175,Ashley,Martinez,F,Ashley,ashley.martinez@bradley.edu,+@ki*ngt$5vQ
176,Susan,Stanley,F,Susan,susan.stanley@bradley.edu,l#1R6IEypsOs
177,Michael,Conley,M,Michael,michael.conley@bradley.edu,k88JOIzIF)6R
178,Kimberly,Watkins,F,Kimberly,kimberly.watkins@bradley.edu,_a6dfmaYA3AE
179,Christopher,Le,M,Christopher,christopher.le@bradley.edu,_fR^LXLv1tzC
180,Steven,Moore,M,Steven,steven.moore@bradley.edu,v6@27ZRp&%Ue
181,Nathan,Mccann,M,Nathan,nathan.mccann@bradley.edu,2vDgCc0Q+Qlr
182,Marcus,Wheeler,M,Marcus,marcus.wheeler@bradley.edu,E@7)6bLgF9cz
183,Melinda,Hughes,F,Melinda,melinda.hughes@bradley.edu,C2Q3Muv(_o76
184,James,Rios,M,James,james.rios@bradley.edu,mdT()3Iubaw3
185,Misty,Aguilar,F,Misty,misty.aguilar@bradley.edu,oD17S$jjGe$D
186,Joseph,Andrews,M,Joseph,joseph.andrews@bradley.edu,G&9OyAuZkQu+
187,Martha,Yang,F,Martha,martha.yang@bradley.edu,1*)C6U$A^j9h
188,Cynthia,Castillo,F,Cynthia,cynthia.castillo@bradley.edu,A&9BrE5j@SN+
189,Kevin,Coleman,M,Kevin,kevin.coleman@bradley.edu,KnN#XLL12@0E
190,Elizabeth,Riley,F,Elizabeth,elizabeth.riley@bradley.edu,d(6CwzvmitT*
191,Vanessa,Edwards,F,Vanessa,vanessa.edwards@bradley.edu,MemTGuhF@@99
192,Jordan,Castillo,M,Jordan,jordan.castillo@bradley.edu,(w$KJJad6Wfv
193,Carol,Huynh,F,Carol,carol.huynh@bradley.edu,%&AvbQon+2ar
194,John,Freeman,M,John,john.freeman@bradley.edu,_N)ZLvK&eI2e
195,Jay,Welch,M,Jay,jay.welch@bradley.edu,(IDPkKF76+5c
196,John,Greer,M,John,john.greer@bradley.edu,6OOM7Q8i*M++
197,Karen,Bowen,F,Karen,karen.bowen@bradley.edu,HB5LLq&X^E2B
198,Melissa,Roberts,F,Melissa,melissa.roberts@bradley.edu,b6G66EYyE7P)
199,Justin,Davis,M,Justin,justin.davis@bradley.edu,&3vwHZ@UfEXy
200,Scott,Saunders,M,Scott,scott.saunders@bradley.edu,J726UTAs^&+0
201,Patrick,Jordan,M,Patrick,patrick.jordan@bradley.edu,j(9ahjsR0eRf
202,Megan,Wells,F,Megan,megan.wells@bradley.edu,_9KJK#eeR7R_
203,Oscar,Anderson,M,Oscar,oscar.anderson@bradley.edu,!r1j%dP4Qh$X
204,Hannah,Graham,F,Hannah,hannah.graham@bradley.edu,EC0ivRqi!QCm
205,Shannon,Solis,F,Shannon,shannon.solis@bradley.edu,FDxi8*QhSz#K
206,David,Kane,M,David,david.kane@bradley.edu,z(M5RHoGe(l&
207,Sarah,Hart,F,Sarah,sarah.hart@bradley.edu,HF1WnqK1%Z9U
208,Joshua,Richards,M,Joshua,joshua.richards@bradley.edu,5G1oQA$s$r7P
209,Justin,Edwards,M,Justin,justin.edwards@bradley.edu,%qd7O5Ne!#oh
210,Allison,Ryan,F,Allison,allison.ryan@bradley.edu,!t1xoXu^f38X
211,Lacey,Mitchell,F,Lacey,lacey.mitchell@bradley.edu,HP86Gqr0*9KH
212,Denise,Young,F,Denise,denise.young@bradley.edu,6_HUq@cw^5i3
213,Danielle,Fowler,F,Danielle,danielle.fowler@bradley.edu,HwpJ!iNa%Q8W
214,Jacob,Williams,M,Jacob,jacob.williams@bradley.edu,#00BVemuyvG9
215,Steven,Mcmillan,M,Steven,steven.mcmillan@bradley.edu,(OKAiKEpS915
216,Catherine,Bond,F,Catherine,catherine.bond@bradley.edu,#26c&p&e!96K
217,George,Clark,M,George,george.clark@bradley.edu,$RTrL!ulV2Yx
218,Natasha,Castillo,F,Natasha,natasha.castillo@bradley.edu,$+hHnMXRIn7Y
219,Vanessa,Thomas,F,Vanessa,vanessa.thomas@bradley.edu,5i1G$Wzg$#@D
220,Tanya,Wilkinson,F,Tanya,tanya.wilkinson@bradley.edu,ST5gMI1oo)dc
221,Andrea,Webb,F,Andrea,andrea.webb@bradley.edu,o+^9PeH!kL8w
222,Christina,Daniel,F,Christina,christina.daniel@bradley.edu,O%)29KXtaooR
223,Edward,Sharp,M,Edward,edward.sharp@bradley.edu,tQ)8yRva1llZ
224,Crystal,Robbins,F,Crystal,crystal.robbins@bradley.edu,^brWKGbl9tpR
225,Heather,Hopkins,F,Heather,heather.hopkins@bradley.edu,Z41Zzpz6+9CS
226,Casey,Patterson,F,Casey,casey.patterson@bradley.edu,#7Q(p4TUt7Jw
227,Robert,Mcconnell,M,Robert,robert.mcconnell@bradley.edu,+8WF3WAsZ9#r
228,Jason,Peterson,M,Jason,jason.peterson@bradley.edu,R#0#$@saj!dH
229,Katrina,Marks,F,Katrina,katrina.marks@bradley.edu,c9Dfioza!QO#
230,Adam,Mccoy,M,Adam,adam.mccoy@bradley.edu,OE1dveny8^IP
231,Kelly,Caldwell,F,Kelly,kelly.caldwell@bradley.edu,8Rm^8XyL&eJ8
232,David,Williams,M,David,david.williams@bradley.edu,yTIarHBm)3TO
233,Michael,Buck,M,Michael,michael.buck@bradley.edu,uN5r66Ge)gyW
234,John,Lopez,M,John,john.lopez@bradley.edu,L)N3W2yN^6R0
235,Nicholas,Krause,M,Nicholas,nicholas.krause@bradley.edu,Bh8QYds(r^W+
236,Patrick,Sanders,M,Patrick,patrick.sanders@bradley.edu,jY^mPrxKvK1s
237,Gina,Lane,F,Gina,gina.lane@bradley.edu,&2vD0kjq7(W)
238,Cheryl,James,F,Cheryl,cheryl.james@bradley.edu,$xvGL#4z7gDE
239,Jennifer,Franklin,F,Jennifer,jennifer.franklin@bradley.edu,*xVH5BWf*k8N
240,Robert,Holland,M,Robert,robert.holland@bradley.edu,K996qWtg@H(K
241,Kaitlyn,Holmes,F,Kaitlyn,kaitlyn.holmes@bradley.edu,cM9#lpO+#z@V
242,Brian,Thornton,M,Brian,brian.thornton@bradley.edu,4%f7OxH2Fy^l
243,Katherine,Bowen,F,Katherine,katherine.bowen@bradley.edu,$O7GRvJHeXo_
244,David,Williams,M,David,david.williams1@bradley.edu,S(_62FDp&P6L
245,Philip,Johnson,M,Philip,philip.johnson@bradley.edu,773FK#lx_r8K
246,Alexandra,Mendoza,F,Alexandra,alexandra.mendoza@bradley.edu,^_o0NAh_2ger
247,Jenna,Smith,F,Jenna,jenna.smith@bradley.edu,GapDp+9g_2DZ
248,Mathew,Andrews,M,Mathew,mathew.andrews@bradley.edu,xECsfM#L_m81
249,Jodi,Nguyen,F,Jodi,jodi.nguyen@bradley.edu,G^2mv*cwOw2N
250,Alexander,Chase,M,Alexander,alexander.chase@bradley.edu,w^AUm0GZFdwF
251,Bonnie,Copeland,F,Bonnie,bonnie.copeland@bradley.edu,fqf#xnLz2bNE
252,Jeffrey,Chen,M,Jeffrey,jeffrey.chen@bradley.edu,BX7%+&SrlvZt
253,Jeremy,Sloan,M,Jeremy,jeremy.sloan@bradley.edu,3kIclTn+$l9h
254,Robert,Rose,M,Robert,robert.rose@bradley.edu,Q50pCrt4*x_V
255,April,Rodriguez,F,April,april.rodriguez@bradley.edu,&_PelOrwQ2!a
256,Johnny,Harris,M,Johnny,johnny.harris@bradley.edu,8lA7AGhN#O8M
257,Felicia,Stevens,F,Felicia,felicia.stevens@bradley.edu,%6fBaxDSlgAy
258,Nicholas,Murray,M,Nicholas,nicholas.murray@bradley.edu,m0ojjugW*4NN
259,Maureen,Chandler,F,Maureen,maureen.chandler@bradley.edu,1gbMo1&H^9lf
260,Michael,Jimenez,M,Michael,michael.jimenez@bradley.edu,$6vN6Ztam%kh
261,Daniel,Holmes,M,Daniel,daniel.holmes@bradley.edu,v^P@7DE5&6E6
262,Kathy,Merritt,F,Kathy,kathy.merritt@bradley.edu,%5w7Vlw*O(dK
263,Thomas,Johnson,M,Thomas,thomas.johnson@bradley.edu,Q%(7U)rc+wsJ
264,Jennifer,Andrews,F,Jennifer,jennifer.andrews@bradley.edu,6T(mCDm7IO4^
265,Eric,Dixon,M,Eric,eric.dixon@bradley.edu,iH%7)pDxZT08
266,Jeffery,Harrington,M,Jeffery,jeffery.harrington@bradley.edu,BMVrM6Riawl&
267,Adam,Davis,M,Adam,adam.davis@bradley.edu,GF**QlkQS$u8
268,Lisa,Leon,F,Lisa,lisa.leon@bradley.edu,f+(NUg0KIAU6
269,Kristin,Werner,F,Kristin,kristin.werner@bradley.edu,60zOdID0^uTq
270,John,Garrison,M,John,john.garrison@bradley.edu,aIJF!0uw(7Fq
271,Shannon,Perez,F,Shannon,shannon.perez@bradley.edu,dS85Jgsk#v2Y
272,Candice,Morgan,F,Candice,candice.morgan@bradley.edu,&9EfiNtR(9Aq
273,Ann,Garcia,F,Ann,ann.garcia@bradley.edu,^N)1UlCc3nG)
274,Kevin,Campbell,M,Kevin,kevin.campbell@bradley.edu,s%Rwt9rs+$h0
275,Sharon,Kim,F,Sharon,sharon.kim@bradley.edu,X!*5iRA_dy2_
276,Gavin,Gomez,M,Gavin,gavin.gomez@bradley.edu,um@+7rEq^6wO
277,Paul,Mcfarland,M,Paul,paul.mcfarland@bradley.edu,8fDF2J!g@f0e
278,Benjamin,White,M,Benjamin,benjamin.white@bradley.edu,PzU@2GBmu%ov
279,Daniel,Martin,M,Daniel,daniel.martin@bradley.edu,&YlVBVk41g3J
280,Jessica,Cruz,F,Jessica,jessica.cruz@bradley.edu,^e5x@psI4_GA
281,Joshua,James,M,Joshua,joshua.james@bradley.edu,so$TnOqt(vj1
282,James,Garner,M,James,james.garner@bradley.edu,Mu_e6NV**^S*
283,Eric,Graham,M,Eric,eric.graham@bradley.edu,6_P3IrmKZ4GY
284,Deanna,Harris,F,Deanna,deanna.harris@bradley.edu,&P+PsPyeV4ei
285,Chris,Lloyd,M,Chris,chris.lloyd@bradley.edu,)_7Jw5r35Oic
286,Kimberly,Hayes,F,Kimberly,kimberly.hayes@bradley.edu,U^e9UdZib@33
287,Alyssa,Stevens,F,Alyssa,alyssa.stevens@bradley.edu,r2RbKEh3%$U5
288,Karen,Brewer,F,Karen,karen.brewer@bradley.edu,e1g!Vnz(*2Mr
289,Eric,Rogers,M,Eric,eric.rogers@bradley.edu,$3xkLpk)(1RQ
290,Gavin,Erickson,M,Gavin,gavin.erickson@bradley.edu,6JyMEbie&tC3
291,Elizabeth,Rodriguez,F,Elizabeth,elizabeth.rodriguez@bradley.edu,)7ULJCrg*7y9
292,Elizabeth,Acosta,F,Elizabeth,elizabeth.acosta@bradley.edu,0+7RJ6ydS#yy
293,Melissa,Kelly,F,Melissa,melissa.kelly@bradley.edu,suB#IFk7#o5G
294,Cheyenne,Goodman,F,Cheyenne,cheyenne.goodman@bradley.edu,I87l@GAjW%$d
295,Richard,Mckee,M,Richard,richard.mckee@bradley.edu,*vCur$oph18x
296,Kelli,Dean,F,Kelli,kelli.dean@bradley.edu,id4fR4Cl4$$5
297,Brent,Hicks,M,Brent,brent.hicks@bradley.edu,O19*lKfev$C9
298,Robert,Ford,M,Robert,robert.ford@bradley.edu,$u9F2CogN5RT
299,Edward,Booker,M,Edward,edward.booker@bradley.edu,85w*jyPBWn7K
300,Melissa,Flores,F,Melissa,melissa.flores@bradley.edu,sqYm^TCo_p6M
301,Robert,Lee,M,Robert,robert.lee@bradley.edu,^bPa$KzU2RW+
302,Brian,Peterson,M,Brian,brian.peterson@bradley.edu,r+s0J3x+9D0V
303,Pamela,Pierce,F,Pamela,pamela.pierce@bradley.edu,$0HOrraU%vU3
304,Julie,Sims,F,Julie,julie.sims@bradley.edu,+2Yi)wv57ZMK
305,Derrick,Shields,M,Derrick,derrick.shields@bradley.edu,#$mBFP(ugn9C
306,Jason,Wade,M,Jason,jason.wade@bradley.edu,pm9nS6Z##@O6
307,Richard,Mercado,M,Richard,richard.mercado@bradley.edu,_xD9*%ooO82(
308,Kimberly,Davies,F,Kimberly,kimberly.davies@bradley.edu,nU3ibAPw3+2C
309,Sean,Mclaughlin,M,Sean,sean.mclaughlin@bradley.edu,!Q#+nq&gI3F&
310,Jane,Jacobs,F,Jane,jane.jacobs@bradley.edu,_9YHYTr54%9z
